"","order","family","genus","species","iucn2020_binomial","phylacine_binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","binomial_name","log_body_mass","picky","herbivore","carnivore","picky_herb","picky_carn"
"214","Cetartiodactyla","Balaenopteridae","Balaenoptera","acutorostrata","Balaenoptera acutorostrata","Balaenoptera acutorostrata",7500000,3368.136,7864.655,NA,18250,2680.62,2740,2740,3048.08,306.613,NA,1,1,469.608,320000,167.34,NA,8030,NA,NA,0,1,NA,2,70,30,0,70,0,0,30,0,0,0,0,0,0,2,3,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,"balaenoptera_acutorostrata",8.9226582995244,0,0,1,0,2
"215","Cetartiodactyla","Balaenopteridae","Balaenoptera","bonaerensis","Balaenoptera bonaerensis","Balaenoptera bonaerensis",7500000,4189.625,7864.655,NA,26645,1985.119,2740,2740,3044.4,304.4,NA,1,1,469.608,320000,167.34,NA,8030,NA,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Neotropical, Oceanian, Palearctic",2,"balaenoptera_bonaerensis",8.9226582995244,1,0,1,1,3
"216","Cetartiodactyla","Balaenopteridae","Balaenoptera","borealis","Balaenoptera borealis","Balaenoptera borealis",2e+07,4900,19191.08,NA,27010,3274.59,3274.59,3652,3991.79,345.985,NA,1.01,0.45,729.5,650000,230.096,NA,8504.5,NA,NA,0,1,NA,4.25,60,40,0,60,0,0,40,0,0,0,0,0,0,2,3,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Nearctic, Neotropical, Oceanian, Palearctic",2,"balaenoptera_borealis",9.90348755253613,0,0,1,0,2
"217","Cetartiodactyla","Balaenopteridae","Balaenoptera","edeni","Balaenoptera edeni","Balaenoptera edeni",2e+07,5421.725,14423.085,NA,26280,1886.85,3104,3104,3483.73,376,NA,1,0.5,895.929,725930.49,273.924,NA,10042.448,NA,NA,0,1,NA,6,50,50,0,50,0,0,50,0,0,0,0,0,0,2,3,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,"balaenoptera_edeni",9.90348755253613,0,0,1,0,2
"218","Cetartiodactyla","Balaenopteridae","Balaenoptera","musculus","Balaenoptera musculus","Balaenoptera musculus",1.49e+08,6729.25,30490,NA,40150,1959.8,1959.8,2739.75,2165.485,326.97,NA,1,0.41,867.031,2250000,212.36,1.7e+07,11315,NA,NA,0,1,NA,1.25,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,"balaenoptera_musculus",11.9117015849276,1,0,1,1,3
"219","Cetartiodactyla","Balaenopteridae","Balaenoptera","physalus","Balaenoptera physalus","Balaenoptera physalus",38800000,7111.43,17920.53,NA,42340,2666.41,2311.418,2253.5,3041.18,342,NA,1,0.4,693.025,1580000,216.917,6400000,9490,NA,NA,0,1,NA,NA,70,30,0,70,0,0,30,0,0,0,0,0,0,2,3,"M",3,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Afrotropical, Antarctic, Australasian, Indomalayan, Nearctic, Neotropical, Oceanian, Palearctic",2,"balaenoptera_physalus",10.5661755256114,0,0,1,0,2
"220","Chiroptera","Emballonuridae","Balantiopteryx","infusca","Balantiopteryx infusca","Balantiopteryx infusca",9.05,0.243,53,38.99,5814.188,NA,440.469,NA,542.064,115.445,NA,1.003,1.046,360.56,NA,58.843,NA,2015.463,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,150,1050,0,"Occurs on mainland",0,0,"Neotropical",2,"balantiopteryx_infusca",-4.7049905212703,1,0,1,1,3
"221","Chiroptera","Emballonuridae","Balantiopteryx","io","Balantiopteryx io","Balantiopteryx io",3.97,0.163,42.1,37,5425.429,NA,354.643,NA,428.64,131.369,NA,1,1.591,300.283,0.59,61.338,NA,1831.896,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,500,0,500,0,"Occurs on mainland",0,0,"Neotropical",2,"balantiopteryx_io",-5.52898918428304,1,0,1,1,3
"222","Chiroptera","Emballonuridae","Balantiopteryx","plicata","Balantiopteryx plicata","Balantiopteryx plicata",6.57,0.233,53,42.23,2533.589,226.19,226.19,NA,365,138.81,NA,0.99,1,341.832,2,58.59,NA,1173.279,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,0,1500,0,"Occurs on mainland",1,0,"Neotropical",3,"balantiopteryx_plicata",-5.02524144648562,1,0,1,1,3
"223","Rodentia","Muridae","Bandicota","bengalensis","Bandicota bengalensis","Bandicota bengalensis",196.83,2.302,360,NA,1384.441,63.52,71.327,NA,91.25,19.185,NA,7.625,5.9,61.858,4.64,29.776,22.9,561.574,0.434,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,0,80,2,2,"G",1,0,0,1,0,3500,0,3500,0,"Occurs on mainland",1,0,"Indomalayan",5,"bandicota_bengalensis",-1.62541486695724,0,0,0,0,0
"224","Rodentia","Muridae","Bandicota","indica","Bandicota indica","Bandicota indica",200,2.2,280.995,NA,1533,145.81,115.778,112,272.5,22,NA,6.12,4.015,35.975,4.55,26.737,39.7,611.784,0.437,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,0,80,2,2,"G",1,0,0,1,0,1500,0,1500,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",4,"bandicota_indica",-1.6094379124341,0,0,0,0,0
"225","Rodentia","Muridae","Bandicota","savilei","Bandicota savilei","Bandicota savilei",260.63,3.695,360,NA,877.426,NA,136.319,NA,181.39,33.696,NA,2.675,3.21,59.367,NA,28.051,NA,666.103,0.506,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,0,80,2,2,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan",1,"bandicota_savilei",-1.34465350196082,0,0,0,0,0
"226","Chiroptera","Vespertilionidae","Barbastella","barbastellus","Barbastella barbastellus","Barbastella barbastellus",10,0.185,58,38.49,8395,547.875,547.875,NA,591.13,84.273,NA,2,1,364.75,NA,48.806,NA,1825,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2260,0,2260,0,"Occurs on mainland",1,1,"Palearctic",4,"barbastella_barbastellus",-4.60517018598809,1,0,1,1,3
"227","Chiroptera","Vespertilionidae","Barbastella","darjelingensis","Barbastella darjelingensis","Barbastella leucomelas",10,0.216,58,41.49,8395,547.875,547.875,NA,620.206,85.509,NA,2,1,364.75,NA,49.195,NA,2126.139,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,0,2500,NA,NA,NA,NA,NA,4,"barbastella_leucomelas",-4.60517018598809,1,0,1,1,3
"228","Carnivora","Procyonidae","Bassaricyon","alleni","Bassaricyon alleni","Bassaricyon alleni",1236.88,20.067,459.067,NA,9216.25,621.904,649.809,594,584,75.334,NA,1,1.735,254.554,54.99,89.49,NA,2446.96,1.191,NA,0,1,NA,NA,20,10,70,20,10,0,0,0,0,70,0,0,0,2,2,"Ar",2,0,0,1,0,2000,0,2000,0,"Occurs on mainland",0,0,"Neotropical",1,"bassaricyon_alleni",0.212592079812202,0,0,0,0,0
"229","Carnivora","Procyonidae","Bassaricyon","gabbii","Bassaricyon gabbii","Bassaricyon gabbii",1214.167,19.586,464.378,NA,6201.958,607.2,649.809,594,562.675,75.334,NA,1,1.759,251.253,54.99,89.49,NA,2669.747,1.179,6.02,0,2,NA,NA,20,10,70,20,10,0,0,0,0,70,0,0,0,2,2,"Ar",2,0,0,1,0,1700,0,1700,0,"Occurs on mainland",1,0,"Neotropical",1,"bassaricyon_gabbii",0.194058244955795,0,0,0,0,0
"230","Carnivora","Procyonidae","Bassariscus","astutus","Bassariscus astutus","Bassariscus astutus",1010.37,17.002,410,NA,6935,278.08,300,300,365,54.23,4,3,1,364.75,28.58,53.84,258.7,2093.883,1.066,3.58,0,1,0.74,NA,20,10,70,20,10,0,0,0,0,70,0,0,0,2,2,"G",1,0,0,1,0,2900,0,2900,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",4,"bassariscus_astutus",0.0103166004019501,0,0,0,0,0
"231","Carnivora","Procyonidae","Bassariscus","sumichrasti","Bassariscus sumichrasti","Bassariscus sumichrasti",906,21.038,423.73,NA,8760,841.82,570.91,300,905.82,64.719,4,2,1.723,251.201,25,119.32,NA,3150.086,1.004,17.89,0,1,NA,NA,20,10,70,20,10,0,0,0,0,70,0,0,0,2,2,"Ar",1,0,0,1,0,2000,0,2000,0,"Occurs on mainland",1,0,"Neotropical",1,"bassariscus_sumichrasti",-0.0987159729391577,0,0,0,0,0
"232","Rodentia","Bathyergidae","Bathyergus","janetta","Bathyergus janetta","Bathyergus janetta",627.5,4.405,304.43,NA,547.5,NA,315.292,NA,368.191,68.41,NA,3.3,1.5,133.741,30.495,27.79,NA,730,0.82,NA,0,1,NA,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,1350,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",1,"bathyergus_janetta",-0.466011607976198,1,1,0,3,1
"233","Rodentia","Bathyergidae","Bathyergus","suillus","Bathyergus suillus","Bathyergus suillus",664.4,3.75,304.43,NA,547.5,NA,326.309,NA,383.443,68.41,NA,3.13,1.5,138.206,33.995,21.305,NA,944.037,0.847,70,0,1,0.002,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,300,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",1,"bathyergus_suillus",-0.408870901242997,1,1,0,3,1
"234","Rodentia","Muridae","Batomys","granti","Batomys granti","Batomys granti",169.53,2.45,204,NA,1510.884,NA,105.407,NA,141.142,32.256,NA,2.825,3.215,56.432,NA,27.881,NA,680.606,0.399,383.46,0,1,0.002,NA,0,0,100,0,0,0,0,0,0,30,0,30,40,3,1,"G",1,0,0,1,0,2600,1650,950,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,"batomys_granti",-1.77472537667228,0,1,0,2,0
"235","Rodentia","Muridae","Batomys","salomonseni","Batomys salomonseni","Batomys salomonseni",185.76,2.857,175,NA,1551.926,NA,103.572,NA,137.96,32.434,NA,2.804,3.206,51.749,NA,27.631,NA,664.523,0.42,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,30,0,30,40,3,1,"G",1,0,0,1,0,2400,1200,1200,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,"batomys_salomonseni",-1.68329976103256,0,1,0,2,0
"236","Carnivora","Herpestidae","Bdeogale","crassicauda","Bdeogale crassicauda","Bdeogale crassicauda",1646.065,17.56,522.265,NA,3948.083,NA,435.969,NA,365,71.756,NA,0.98,2.056,228.285,NA,73.57,NA,1846.9,8.298,NA,0,1,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,1850,230,1620,0,"Occurs on mainland",0,0,"Afrotropical",3,"bdeogale_crassicauda",0.498387591147114,0,0,1,0,2
"237","Carnivora","Herpestidae","Bdeogale","nigripes","Bdeogale nigripes","Bdeogale nigripes",2311.505,26.374,605.685,NA,5779.167,NA,433.71,NA,365,72.636,NA,1,2.063,215.696,NA,83.475,NA,1933.932,9.8,NA,0,1,NA,NA,60,40,0,60,30,10,0,0,0,0,0,0,0,2,3,"G",1,0,0,1,0,1000,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",1,"bdeogale_nigripes",0.837898827541359,0,0,1,0,2
"238","Rodentia","Nesomyidae","Beamys","hindei","Beamys hindei","Beamys hindei",88.735,1.11,168.115,NA,1152.792,181.13,194.808,NA,218.834,24.026,NA,3.938,5,61.958,3.2,40.246,59.2,666.542,0.28,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,50,0,50,0,2,2,"G",1,0,0,1,0,2100,0,2100,0,"Occurs on mainland",0,0,"Afrotropical",1,"beamys_hindei",-2.42210087899561,0,1,0,2,0
"239","Cetartiodactyla","Bovidae","Beatragus","hunteri","Beatragus hunteri","Beatragus hunteri",119000,268,1700,NA,8614,965.302,652.228,1278.375,913,238,2,1,0.585,365,11050,222.658,NA,2253.974,14.684,0.024,0,1,NA,13.5,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",3,"beatragus_hunteri",4.77912349311153,1,1,0,3,1
"240","Cetartiodactyla","Ziphiidae","Berardius","bairdii","Berardius bairdii","Berardius bairdii",11400000,4892.224,9900,NA,30660,5050.97,4383,2922,4839.79,446.496,NA,0.99,0.33,1192.333,NA,430.788,NA,9855,NA,NA,0,1,NA,30,90,10,0,90,0,0,10,0,0,0,0,0,0,1,3,"M",2,0,1,0,0,NA,NA,NA,NA,"Exclusively marine",NA,NA,"Nearctic, Palearctic",1,"berardius_bairdii",9.34136863438259,1,0,1,1,3
"241","Rodentia","Muridae","Berylmys","berdmorei","Berylmys berdmorei","Berylmys berdmorei",235,3.24,300,NA,988.949,NA,124.441,NA,171.806,28.465,NA,3.608,3.265,51.165,NA,27.168,NA,628.681,0.478,NA,0,1,NA,NA,30,0,70,30,0,0,0,0,0,20,0,10,40,3,2,"G",1,0,0,1,0,2000,200,1800,NA,"Occurs on mainland",NA,NA,"Indomalayan",1,"berylmys_berdmorei",-1.44816976483798,0,0,0,0,0
"242","Rodentia","Muridae","Berylmys","bowersi","Berylmys bowersi","Berylmys bowersi",358.68,4.04,276.53,NA,1061.542,NA,136.269,NA,180.649,30.124,NA,3.88,3.079,57.174,NA,27.979,NA,658.524,0.603,NA,0,1,NA,NA,30,0,70,30,0,0,0,0,0,20,0,10,40,3,2,"G",1,0,0,1,0,1800,600,1200,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",2,"berylmys_bowersi",-1.02532465289829,0,0,0,0,0
"243","Diprotodontia","Potoroidae","Bettongia","gaimardi","Bettongia gaimardi","Bettongia gaimardi",1385,12.121,390.005,NA,4307,303.62,303.62,272,272,21.14,4,1,2.05,106.427,0.3,121.32,516.43,1442.15,1.268,19,0,1,0.41,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,2,"G",1,0,0,1,0,1000,0,1000,1,"Occurs on mainland",0,0,"Australasian",1,"bettongia_gaimardi",0.325700139639302,0,1,0,2,0
"244","Diprotodontia","Potoroidae","Bettongia","lesueur","Bettongia lesueur","Bettongia lesueur",1447.27,10.878,414.416,NA,3650,250.53,250.53,NA,206.45,21.28,NA,1,3,119.418,0.31,164.53,303.31,1205.08,1.299,17,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,2,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Australasian",4,"bettongia_lesueur",0.36967902319398,0,1,0,2,0
"245","Diprotodontia","Potoroidae","Bettongia","penicillata","Bettongia penicillata","Bettongia penicillata",1101.175,9.904,391.904,NA,6862,198.41,189.205,NA,288.95,19.175,NA,1,3,101.93,0.285,150,378.45,1517.695,1.118,17.74,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,2,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Australasian",2,"bettongia_penicillata",0.0963777915222527,0,1,0,2,0
"246","Diprotodontia","Potoroidae","Bettongia","tropica","Bettongia tropica","Bettongia tropica",1184.35,9.241,396.427,NA,6862,341.28,198.41,NA,361,19.44,NA,1,2.56,101.93,0.285,150,256.9,1008.698,1.163,20,0,1,NA,NA,10,0,90,10,0,0,0,0,0,0,0,10,80,1,2,"G",1,0,0,1,0,1200,800,400,NA,"Occurs on mainland",NA,NA,"Australasian",1,"bettongia_tropica",0.169194100886454,0,0,0,0,0
"247","Eulipotyphla","Soricidae","Blarina","brevicauda","Blarina brevicauda","Blarina brevicauda",20.7,0.349,111.21,NA,1003.75,71.19,67.264,65,64,20.088,6,5.73,3,57.427,0.97,21.914,NA,307.419,0.972,250,0,1,0.004,NA,40,30,30,40,0,0,0,30,0,0,0,0,30,3,3,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,1,"Nearctic",3,"blarina_brevicauda",-3.87762157871081,0,0,0,0,0
"248","Eulipotyphla","Soricidae","Blarina","carolinensis","Blarina carolinensis","Blarina carolinensis",20.45,0.574,101.6,NA,1003.75,66.132,67.264,65,87.351,20.088,NA,4.12,3,56.683,0.97,21.914,NA,368.026,0.966,629.99,0,1,0.01,NA,40,30,30,40,0,0,0,30,0,0,0,0,30,3,3,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Nearctic",4,"blarina_carolinensis",-3.88977239649333,0,0,0,0,0
"249","Eulipotyphla","Soricidae","Blarina","hylophaga","Blarina hylophaga","Blarina hylophaga",18.56,0.548,101.6,NA,1022,61.363,69.227,53.5,107,21,NA,5,2.5,58.356,0.97,26.5,14.5,372.35,0.922,NA,0,1,NA,NA,40,30,30,40,0,0,0,30,0,0,0,0,30,3,3,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Nearctic",3,"blarina_hylophaga",-3.98674655162408,0,0,0,0,0
"250","Cetartiodactyla","Cervidae","Blastocerus","dichotomus","Blastocerus dichotomus","Blastocerus dichotomus",102500,179.85,1835,NA,5000.5,NA,554.806,NA,505,270.576,NA,1,1,345.594,4200,175.934,NA,1825,13.527,0.17,0,1,NA,3,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,1,0,1,0,1000,100,900,0,"Occurs on mainland",0,0,"Neotropical",1,"blastocerus_dichotomus",4.62986279857846,1,1,0,3,1
"251","Cetartiodactyla","Bovidae","Bos","gaurus","Bos gaurus","Bos gaurus",812571.525,499.419,3000,NA,9563,610.97,600.485,550,600.485,274.766,NA,1.17,0.9,518.155,23000,137,NA,3285,42.241,0.861,0,1,NA,40,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",3,0,0,1,0,2800,0,2800,NA,"Occurs on mainland",NA,NA,"Indomalayan",1,"bos_gaurus",6.70020394109864,1,1,0,3,1
"252","Cetartiodactyla","Bovidae","Bos","javanicus","Bos javanicus","Bos javanicus",683333.335,439.969,2162.5,NA,9891.5,797.31,753.668,NA,912.5,295.89,NA,1.22,1,470.279,NA,296.571,NA,3285,38.402,0.75,0,1,NA,40,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,2100,0,2100,NA,"Occurs on mainland",NA,NA,"Indomalayan",2,"bos_javanicus",6.52698278590337,1,1,0,3,1
"253","Cetartiodactyla","Bovidae","Bos","mutus","Bos mutus","Bos mutus",583500,441.956,3250,NA,9599.5,755.15,746.916,738,746.575,272.011,NA,1,0.775,589.956,18000,228,NA,3650,35.207,1.054,0,1,NA,110,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",3,0,0,1,0,6100,4000,2100,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"bos_mutus",6.36904445172661,1,1,0,3,1
"254","Cetartiodactyla","Bovidae","Bos","primigenius","Bos primigenius","Bos primigenius",618642.42,452.8,3100,NA,7300,755.15,548,365.25,825,277,NA,1,1,365,10433,182.64,NA,2996.418,36.358,NA,0,1,10.04,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"bos_primigenius",6.42752743209967,1,1,0,3,1
"255","Cetartiodactyla","Bovidae","Bos","sauveli","Bos sauveli","Bos sauveli",795660.88,441.275,2200,NA,7300,755.15,755.15,NA,914,260,NA,1,0.998,365,NA,210.101,NA,3285,41.755,NA,0,1,NA,20,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Indomalayan",3,"bos_sauveli",6.679173064917,1,1,0,3,1
"256","Cetartiodactyla","Bovidae","Boselaphus","tragocamelus","Boselaphus tragocamelus","Boselaphus tragocamelus",180000,271.75,2050,NA,7920.5,815,815,NA,912.5,255,NA,1.5,1.05,382.488,5875,177.071,NA,2944.82,18.438,1.633,0,1,NA,NA,0,0,100,0,0,0,0,0,0,20,0,0,80,2,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Indomalayan",3,"boselaphus_tragocamelus",5.19295685089021,0,1,0,2,0
"257","Lagomorpha","Leporidae","Brachylagus","idahoensis","Brachylagus idahoensis","Brachylagus idahoensis",431.19,3.5,272.55,NA,1578.625,252.73,254.501,NA,287.54,33.039,NA,5.905,2.25,38.973,18.75,26.053,NA,807.139,0.667,864.86,0,1,0.004,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,2560,113,2447,0,"Occurs on mainland",1,0,"Nearctic",2,"brachylagus_idahoensis",-0.841206450750887,1,1,0,3,1
"258","Chiroptera","Phyllostomidae","Brachyphylla","cavernarum","Brachyphylla cavernarum","Brachyphylla cavernarum",45,1.278,81.26,66.21,5070.248,NA,383.769,NA,506.168,121.518,NA,1,1.5,243.325,NA,73.44,NA,2067.021,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,70,10,0,10,1,2,"Ar",1,0,0,0,1,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Neotropical",2,"brachyphylla_cavernarum",-3.10109278921182,0,0,0,0,0
"259","Chiroptera","Phyllostomidae","Brachyphylla","nana","Brachyphylla nana","Brachyphylla nana",45,1.148,82.725,58.26,4987.042,NA,466.283,NA,582.681,128.848,NA,1,1.5,246.404,13.34,73.44,NA,2125.979,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,70,10,0,10,1,2,"Ar",1,0,0,0,1,NA,NA,NA,1,"Occurs only on isolated islands",1,0,"Neotropical",1,"brachyphylla_nana",-3.10109278921182,0,0,0,0,0
"260","Rodentia","Nesomyidae","Brachytarsomys","albicauda","Brachytarsomys albicauda","Brachytarsomys albicauda",200,2.655,237.5,NA,971.33,NA,151.815,NA,188.905,35.665,NA,2.341,2.554,69.222,NA,33.019,NA,730.216,0.437,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"G",1,0,0,1,0,1875,450,1425,1,"Occurs only on isolated islands",1,0,"Afrotropical",1,"brachytarsomys_albicauda",-1.6094379124341,1,1,0,3,1
"261","Primates","Atelidae","Brachyteles","arachnoides","Brachyteles arachnoides","Brachyteles arachnoides",10839.905,104.38,604.095,NA,5283.375,2876.24,2807.74,NA,2737.5,228.967,NA,1.01,0.495,1027.986,NA,698.402,NA,7300,3.932,21.75,0,2,1.04,19.6,0,0,100,0,0,0,0,0,0,20,10,20,50,3,1,"Ar",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"brachyteles_arachnoides",2.38323423213546,0,1,0,2,0
"262","Primates","Atelidae","Brachyteles","hypoxanthus","Brachyteles hypoxanthus","Brachyteles hypoxanthus",10839.905,138.213,604.095,NA,5283.375,2807.74,2807.74,NA,3036.707,228.967,NA,1.01,0.495,1027.986,NA,698.402,NA,7300,3.932,3.608,0,2,NA,NA,0,0,100,0,0,0,0,0,0,20,10,0,70,2,1,"Ar",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Neotropical",1,"brachyteles_hypoxanthus",2.38323423213546,0,1,0,2,0
"263","Rodentia","Nesomyidae","Brachyuromys","betsileoensis","Brachyuromys betsileoensis","Brachyuromys betsileoensis",93.58,1.495,171.25,NA,1230.669,NA,133.636,NA,163.182,33.437,NA,2.552,2.738,62.91,NA,31.375,NA,694.478,0.288,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,30,0,50,10,2,2,"Ar",2,0,0,1,0,2600,1900,700,1,"Occurs only on isolated islands",1,0,"Afrotropical",4,"brachyuromys_betsileoensis",-2.36893859354407,0,0,0,0,0
"264","Rodentia","Nesomyidae","Brachyuromys","ramirohitra","Brachyuromys ramirohitra","Brachyuromys ramirohitra",92.31,1.496,171.25,NA,1180.585,NA,131.438,NA,161.357,33.274,NA,2.524,2.729,62.031,NA,31.463,NA,693.56,0.286,NA,0,1,NA,NA,10,0,90,10,0,0,0,0,0,30,0,50,10,2,2,"Ar",2,0,0,1,0,2000,900,1100,1,"Occurs only on isolated islands",1,0,"Afrotropical",1,"brachyuromys_ramirohitra",-2.38260280098008,0,0,0,0,0
"265","Pilosa","Bradypodidae","Bradypus","pygmaeus","Bradypus pygmaeus","Bradypus pygmaeus",2900,21.166,563.132,NA,9120.931,NA,743.851,NA,932.556,160.36,NA,1.106,1.108,378.2,NA,74.557,NA,3134.629,1.904,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"Ar",2,0,0,1,0,NA,0,NA,NA,"Occurs on mainland",NA,NA,"Neotropical",1,"bradypus_pygmaeus",1.06471073699243,1,1,0,3,1
"266","Pilosa","Bradypodidae","Bradypus","torquatus","Bradypus torquatus","Bradypus torquatus",4184.21,21.67,524.995,NA,4380,NA,657.414,NA,821.562,150,NA,1,1,368.261,300,60.88,1468.31,2679.788,2.329,NA,0,2,0.03,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"Ar",2,0,0,1,0,1290,0,1290,0,"Occurs on mainland",0,0,"Neotropical",1,"bradypus_torquatus",1.43131791670767,1,1,0,3,1
"267","Pilosa","Bradypodidae","Bradypus","tridactylus","Bradypus tridactylus","Bradypus tridactylus",4072.9,15.129,550.18,NA,14600,848.672,601.595,1095.75,728.555,126.96,NA,1,1,392.145,185,36.523,NA,3316,2.295,151.37,0,2,NA,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"Ar",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,"bradypus_tridactylus",1.40435527643755,1,1,0,3,1
"268","Pilosa","Bradypodidae","Bradypus","variegatus","Bradypus variegatus","Bradypus variegatus",3963.18,15.333,750,NA,9866.906,1138.915,1138.915,NA,1142.364,170.84,NA,1,1.05,364.75,280.905,35,NA,3472.499,2.261,650,0,2,0.01,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"Ar",2,0,0,1,0,2400,0,2400,0,"Occurs on mainland",1,0,"Neotropical",2,"bradypus_variegatus",1.3770467333131,1,1,0,3,1
